DISTRICT,CONSTITUENCY,SUBCOUNTY,PARISH,STATION_NAME,Females,F_18.24,F_25.30,F_31.34,F_35.39,F_40.44,F_45.49,F_50.54,F_55.59,F_60.64,F_65.up,Males,M_18.24,M_25.30,M_31.34,M_35.39,M_40.44,M_45.49,M_50.54,M_55.59,M_60.64,M_65.up,Original_Station_ID_2016
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KIKUBE,MIRIMA MOSQUE (A-K),234,60,63,26,26,19,16,8,8,4,4,160,49,32,12,16,18,10,7,5,4,7,O-92-263-2-5-10
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KIKUBE,RUNYANYA P/S,240,81,45,19,19,21,9,15,10,8,13,230,72,49,28,11,18,9,22,6,5,10,O-92-263-2-5-11
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KIKUBE,MAHONGE TRADING CENTER,150,41,26,16,10,19,11,8,7,6,6,127,38,19,17,10,11,10,2,4,6,10,O-92-263-2-5-13
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KIKUBE,KINYOMOZI C.O.U,219,54,42,21,27,23,15,10,7,2,18,219,65,39,23,20,23,12,9,6,5,17,O-92-263-2-5-14
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KIKUBE,MIRIMA MOSQUE (L-Z),261,78,65,22,24,20,14,13,11,7,7,336,86,67,46,32,27,25,21,6,9,17,O-92-263-2-5-15
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KIKUBE,KISEKURA PRI. SCHOOL,209,65,35,17,25,17,13,10,9,5,13,186,48,49,21,17,14,14,9,6,2,6,O-92-263-2-5-16
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,MOMBI CATHOLIC CHURCH (A-K) EUCALYYPTUS,319,81,59,48,28,28,24,19,9,6,17,91,25,21,7,6,9,9,3,5,1,5,O-92-263-2-7-1
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,DIIKA PRI. SCHOOL,385,97,72,33,42,35,27,18,14,15,32,323,95,58,31,36,19,17,15,13,15,24,O-92-263-2-7-2
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,DIIKA HEALTH CENTRE,142,43,30,14,19,7,7,5,7,4,6,162,45,26,17,20,14,12,10,7,2,9,O-92-263-2-7-3
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KIRWALA P/S,190,55,38,13,19,19,11,10,10,4,11,178,43,37,22,23,11,7,7,8,8,12,O-92-263-2-7-4
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KYESIMBWA T/C BONGO TREE,330,90,68,35,35,36,19,9,10,12,16,290,94,59,23,26,19,25,14,4,16,10,O-92-263-2-7-5
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KACONJOO TC JACKFRUIT TREE,390,108,63,49,47,42,27,16,18,10,10,350,103,62,31,42,35,27,17,8,13,12,O-92-263-2-7-6
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,PUMUZIKA MARKET,217,60,47,26,21,15,11,14,5,8,10,216,65,41,25,21,11,15,7,14,4,13,O-92-263-2-7-7
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KISWEKA CATHOLIC CHURCH,422,117,89,46,60,31,21,15,13,15,15,387,95,73,40,50,36,35,19,12,10,17,O-92-263-2-7-8
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,BUNYAMA P/S,428,131,82,35,44,26,40,28,17,7,18,422,119,86,40,36,26,35,20,19,13,28,O-92-263-2-7-9
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KISUNGA II - AT KISUNGA CATHOLIC CHURCH,127,44,17,17,5,8,11,10,3,3,9,102,23,21,15,13,11,3,3,7,4,2,O-92-263-2-7-10
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KALAGALYA C.O.U,363,112,59,32,33,39,22,29,10,12,15,330,94,57,37,31,31,26,18,17,4,15,O-92-263-2-7-11
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KIHURA PENTECOSTAL CHURCH,322,89,59,39,22,31,26,21,17,9,9,284,93,56,29,30,15,14,6,16,9,16,O-92-263-2-7-12
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,MOMBI CATHOLIC CHURCH (L-Z) MANGO TREES,164,49,24,20,8,16,17,9,5,9,7,303,92,45,32,24,27,20,19,8,12,24,O-92-263-2-7-14
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO,KYANKENDE,KIJUNE T/CENTRE UNDER MANGO TREE,291,82,52,28,32,27,17,16,11,5,21,256,76,46,30,19,25,16,11,13,7,13,O-92-263-2-7-13
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,BEDOMOT (A-K) AT COMBONI P/S,130,35,26,12,13,10,5,16,1,7,5,35,8,5,4,7,3,3,1,2,0,2,O-92-263-4-10-1
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,DIIMA P/S,402,128,67,37,43,43,31,18,14,6,15,329,116,55,35,21,32,24,13,11,9,13,O-92-263-4-10-2
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,DIIMA CATHOLIC CHURCH,359,107,72,38,36,36,23,18,9,14,6,192,66,36,14,16,11,19,8,9,5,8,O-92-263-4-10-3
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,ABINDO CATHOLIC CHURCH,211,66,26,34,23,15,12,19,6,7,3,195,50,50,20,17,19,12,6,6,5,10,O-92-263-4-10-4
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,GWARA P/S,406,111,70,43,38,44,27,28,16,13,16,362,78,72,41,43,31,37,21,14,5,20,O-92-263-4-10-5
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,KARUMA CATHOLIC CHURCH,245,53,48,33,32,31,14,12,9,3,10,252,55,50,30,32,32,16,12,11,6,8,O-92-263-4-10-6
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,KARUMA P/S,409,119,103,50,37,27,27,15,11,7,13,369,58,78,51,62,38,36,18,14,10,4,O-92-263-4-10-7
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,OGENGO P/S,243,61,53,25,23,26,17,12,13,5,8,229,51,45,34,24,15,19,15,9,4,13,O-92-263-4-10-8
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,OKWECE PRI. SCHOOL,229,59,39,23,27,21,16,18,6,8,12,223,54,41,25,25,20,15,19,6,6,12,O-92-263-4-10-9
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,PAWIR P/S-DIIMA B,64,24,12,5,2,8,5,3,1,2,2,137,48,29,11,15,4,8,8,9,2,3,O-92-263-4-10-12
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,TE-YAGO FULL GOSPEL CHURCH (N-Z),85,23,14,9,11,5,8,4,5,2,4,133,37,27,13,9,13,9,6,5,6,8,O-92-263-4-10-13
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,OGENGO T/C - OGENGO B,314,86,63,31,39,32,10,17,11,14,11,257,81,50,31,29,24,17,9,8,2,6,O-92-263-4-10-14
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,DIIMA-HANGA CHURCH OF GOD,200,55,45,29,14,12,10,14,6,5,10,220,66,47,22,23,13,12,8,15,4,10,O-92-263-4-10-15
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,PA-LEE BOREHOLE,128,43,22,12,10,11,10,4,5,2,9,105,29,22,16,12,5,3,4,6,3,5,O-92-263-4-10-16
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,AWOO CHURCH,88,22,10,11,6,12,9,7,4,2,5,73,19,8,8,10,5,9,5,4,0,5,O-92-263-4-10-17
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,TE-YAGO CHRISTS DICIPLE CHURCH (A-M),526,158,120,48,36,47,37,28,24,9,19,356,95,68,43,51,22,22,23,15,7,10,O-92-263-4-10-10
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,BEDOMOT (L-Z) AT BEDOMOT MARKET,173,38,34,18,19,17,12,12,10,6,7,219,55,48,10,32,23,16,12,3,4,16,O-92-263-4-10-11
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,DIIMA,DIIMA BRITISH AMERICAN TOBACCO STORE,220,72,33,21,19,19,20,10,6,5,15,175,48,33,16,21,16,12,12,5,6,6,O-92-263-4-10-18
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KIRULI MANGO TREE,325,94,49,33,29,34,29,20,14,13,10,385,111,66,31,32,33,35,29,16,15,17,O-92-263-4-11-1
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KAWITI AT KAWITI C.O.U,202,64,40,13,19,18,17,11,8,2,10,215,67,39,20,19,22,13,9,9,8,9,O-92-263-4-11-2
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KIMOGORO PRIMARY SCHOOL (A-K),254,45,49,29,28,31,24,18,10,10,10,251,39,31,24,41,29,32,21,9,10,15,O-92-263-4-11-4
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KAKWOKWO PRIMARY SCHOOL,244,71,46,33,26,24,8,14,3,6,13,266,71,49,26,31,30,19,14,10,6,10,O-92-263-4-11-5
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KENTE TRADING CENTRE,26,7,4,4,1,2,3,3,1,0,1,42,7,11,3,5,3,4,1,3,0,5,O-92-263-4-11-6
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,MUTUNDA S/CTY HQTRS,453,154,67,39,50,35,44,19,15,8,22,407,127,80,36,39,37,34,16,13,5,20,O-92-263-4-11-7
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,ISUNGA P/S (A-K),380,106,83,64,36,26,22,21,8,7,7,195,60,42,27,16,18,7,9,7,4,5,O-92-263-4-11-8
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KAWEMPE CATHOLIC CHURCH,424,126,78,52,39,46,20,26,16,10,11,355,99,62,39,40,44,28,15,13,7,8,O-92-263-4-11-9
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KASANJA TRADING CENTRE,139,27,29,17,19,19,8,6,4,5,5,207,43,33,22,36,25,18,11,7,4,8,O-92-263-4-11-10
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,ISUNGA P/S (L-Z),207,60,46,25,17,15,13,13,4,8,6,408,101,89,46,52,35,25,22,13,18,7,O-92-263-4-11-11
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,HILL P/S (A-L),333,76,63,42,37,42,25,20,12,8,8,250,57,48,23,29,22,23,20,9,4,15,O-92-263-4-11-12
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,DEEP CENTRE,89,23,11,13,14,12,4,6,1,3,2,83,9,13,8,13,13,8,6,4,6,3,O-92-263-4-11-13
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,KIMOGORO PRIMARY SCHOOL (L-Z),263,48,54,29,22,27,23,22,14,13,11,402,81,59,43,49,50,29,32,22,14,23,O-92-263-4-11-14
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,HILL P/S (M-N),434,115,76,38,50,62,36,19,21,7,10,327,67,67,32,29,30,26,26,25,14,11,O-92-263-4-11-15
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,KAKWOKWO,HILL P/S (O-Z),145,30,29,16,21,9,11,9,7,8,5,476,108,73,54,53,44,39,34,32,22,17,O-92-263-4-11-16
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,ALARO TINGA P/S,347,93,64,36,44,33,21,14,14,10,18,314,94,59,32,28,27,15,12,12,14,21,O-92-263-4-12-1
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,MUTUNDA C.O.U,165,46,44,17,19,9,4,9,2,2,13,142,39,29,16,14,15,12,4,5,1,7,O-92-263-4-12-2
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,LABOKE T/C (A-K),556,152,128,53,39,53,41,26,19,21,24,203,59,46,25,18,17,9,15,8,2,4,O-92-263-4-12-3
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,LATWORO C.O.U,249,69,52,35,17,18,19,11,9,5,14,199,49,51,21,22,13,15,9,4,6,9,O-92-263-4-12-4
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,NANDA CATHOLIC CHURCH,325,92,69,33,29,25,19,20,20,9,9,292,76,52,36,24,32,19,16,10,13,14,O-92-263-4-12-5
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,NYAMAHASA PRIMARY SCHOOL (NYAMAHASA,351,82,67,36,32,45,21,26,10,16,16,323,75,63,29,31,43,23,19,16,9,15,O-92-263-4-12-6
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,POPARA WEST T/C,175,45,42,23,14,13,13,9,4,7,5,181,40,29,16,26,17,16,8,11,3,15,O-92-263-4-12-7
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,KIGO T/C,198,57,35,20,29,21,11,9,6,3,7,177,36,30,25,20,17,16,14,8,3,8,O-92-263-4-12-8
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,UNDUGU PRI. SCH. (A-K),413,134,88,41,48,36,23,13,12,10,8,136,35,36,15,22,11,9,2,1,2,3,O-92-263-4-12-9
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,MUTUNDA P/S,223,62,33,26,26,12,23,12,12,3,14,223,76,48,19,22,13,11,7,9,4,14,O-92-263-4-12-10
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,ALERO P/S,173,54,36,9,15,19,17,11,7,2,3,142,31,35,17,14,8,13,11,5,3,5,O-92-263-4-12-11
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,FUNGUA MACHO C.O.U.,337,88,73,31,24,31,24,26,14,7,19,324,110,60,31,35,20,15,18,17,10,8,O-92-263-4-12-12
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,YABWENGI P/S,417,114,78,43,48,38,32,25,17,10,12,332,85,62,47,35,34,13,12,17,9,18,O-92-263-4-12-13
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,YABWENGI HEALTH CENTRE,75,25,21,8,6,4,3,4,2,0,2,84,29,11,6,15,4,6,4,4,1,4,O-92-263-4-12-14
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,OGUNGA PRI. SCH.,213,66,40,26,15,19,13,12,13,6,3,195,40,47,24,19,16,13,12,5,8,11,O-92-263-4-12-15
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,NYAMAHASA CATHOLIC CHURCH (NYAMAHASA,184,41,36,19,22,26,15,6,6,6,7,190,44,40,23,22,18,9,13,6,6,9,O-92-263-4-12-16
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,ALARO OGWAL WOO,244,86,47,21,21,16,15,12,7,7,12,220,65,49,21,13,13,13,15,6,6,19,O-92-263-4-12-17
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,LABOKE T/C (L-Z),295,68,59,29,23,29,28,17,15,12,15,498,132,108,48,36,50,22,33,23,17,29,O-92-263-4-12-18
KIRYANDONGO,KIBANDA NORTH COUNTY,MUTUNDA,NYAMAHASA,UNDUGU PRI. SCH. (L-Z),201,46,45,16,21,23,14,6,5,14,11,431,94,90,45,51,53,40,20,11,9,18,O-92-263-4-12-19
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,NYAMUSASA TRADING CENTRE,359,100,57,57,20,30,27,19,12,13,24,298,87,55,32,28,24,25,20,8,9,10,O-92-263-6-16-1
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (B-H) - AT BWEYALE C.O.U,427,103,107,60,63,32,20,15,9,6,12,416,125,91,38,54,42,25,15,12,3,11,O-92-263-6-16-5
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (I-K) - AT BWEYALE C.O.U,396,121,108,49,42,19,26,12,9,2,8,432,120,118,54,50,37,23,14,5,7,4,O-92-263-6-16-6
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (A-AJ) - AT BWEYALE PRI. SCHOOL,587,201,109,74,66,41,40,22,11,11,12,134,43,26,18,19,12,7,2,2,2,3,O-92-263-6-16-2
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (AK-AN) - AT BWEYALE PRI. SCHOOL,663,169,157,90,82,46,35,35,18,17,14,206,57,51,20,25,21,9,8,6,5,4,O-92-263-6-16-3
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (AO-AZ) - AT BWEYALE C.O.U,600,188,132,78,61,44,34,21,13,15,14,111,37,23,8,15,18,5,1,1,0,3,O-92-263-6-16-4
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (L-M) - AT BWEYALE CATH. CHURCH,407,116,79,40,49,47,26,25,10,4,11,411,124,95,42,53,33,27,17,9,3,8,O-92-263-6-16-7
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (N) - AT BWEYALE CATH. CHURCH,417,123,108,54,57,30,14,17,3,4,7,75,20,21,11,11,3,5,1,0,3,0,O-92-263-6-16-8
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (OA-OK) -AT BWEYALE PRI. SCHOOL,58,5,12,6,8,5,6,8,3,3,2,674,230,139,89,76,58,28,21,12,9,12,O-92-263-6-16-9
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (OL-OZ) - AT BWEYALE CATH.,140,33,28,20,14,9,12,10,6,3,5,554,191,103,71,59,54,25,22,6,9,14,O-92-263-6-16-10
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,CENTRAL WARD,BWEYALE (P-Z) - AT BWEYALE CATH. CHURCH,313,98,83,29,37,22,14,13,5,5,7,461,131,107,54,56,34,30,15,15,1,18,O-92-263-6-16-11
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,NORTHERN WARD,ADAGWOO FENE,254,71,28,28,30,30,11,12,12,6,26,214,56,28,23,27,33,13,9,7,4,14,O-92-263-6-17-1
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,NORTHERN WARD,PUBLIC PRI SCH (A - AL),219,54,48,23,28,22,16,7,8,1,12,204,52,36,27,21,17,18,15,4,3,11,O-92-263-6-17-2
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,NORTHERN WARD,KICHWABUGINGO HEALTH CENTRE,263,81,54,29,30,22,12,10,8,4,13,221,69,55,21,23,15,12,6,8,5,7,O-92-263-6-17-7
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,SOUTHERN WARD,SIRIBA PRI. SCHOOL (A - A),389,93,75,48,48,31,18,28,15,19,14,140,48,29,11,6,18,14,8,2,1,3,O-92-263-6-18-1
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,SOUTHERN WARD,SIRIBA PRI. SCHOOL (B - N),279,72,50,28,26,30,20,17,8,9,19,284,77,57,30,31,23,25,15,8,8,10,O-92-263-6-18-2
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,SOUTHERN WARD,NYAKADOT HEALTH CENTRE (A - A),716,213,132,73,65,72,38,51,27,16,29,136,49,22,13,16,11,8,4,4,3,6,O-92-263-6-18-3
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,SOUTHERN WARD,NYAKADOT HEALTH CENTRE (B - N),334,100,67,36,41,18,26,17,11,9,9,312,96,71,24,32,36,14,13,11,5,10,O-92-263-6-18-4
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,SOUTHERN WARD,SIRIBA PRI. SCHOOL (O - Z),97,23,16,11,14,13,5,6,4,4,1,377,115,67,29,44,29,23,25,16,11,18,O-92-263-6-18-5
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,SOUTHERN WARD,PANYADOLI CONGADOKI CENTRE,92,17,15,11,9,9,8,7,4,2,10,81,16,13,6,6,11,10,9,2,3,5,O-92-263-6-18-6
KIRYANDONGO,KIBANDA NORTH COUNTY,BWEYALE TOWN COUNCIL,SOUTHERN WARD,NYAKADOT HEALTH CENTRE (O - Z),95,28,16,9,15,9,3,3,6,2,4,591,199,120,45,53,52,32,32,23,13,22,O-92-263-6-18-7
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO TOWN COUNCIL,NORTHERN WARD,KISOROSORO PRI. SCH (A-J),198,68,32,18,21,18,10,13,7,4,7,130,42,29,13,9,17,7,6,2,1,4,O-92-263-7-19-1
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO TOWN COUNCIL,NORTHERN WARD,KIBANDA COMMUNITY CENTRE (A-K),320,96,76,29,38,25,18,19,7,6,6,243,67,39,26,33,24,19,14,9,5,7,O-92-263-7-19-2
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO TOWN COUNCIL,NORTHERN WARD,KISOROSORO PRI. SCH (K-Z),253,88,42,16,19,15,24,12,13,8,16,256,82,56,25,16,17,15,14,13,6,12,O-92-263-7-19-3
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO TOWN COUNCIL,NORTHERN WARD,KIBANDA COMMUNITY CENTRE (L-Z),194,55,44,18,24,10,13,9,10,4,7,230,76,52,14,28,19,18,12,6,2,3,O-92-263-7-19-4
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO TOWN COUNCIL,SOUTHERN WARD,KIRYANDONGO II CELL,346,90,77,44,29,31,20,19,17,4,15,312,109,68,27,34,27,15,12,11,2,7,O-92-263-7-20-1
KIRYANDONGO,KIBANDA NORTH COUNTY,KIRYANDONGO TOWN COUNCIL,SOUTHERN WARD,KIKUUBE CELL CENTRE,172,59,39,14,17,10,9,5,7,2,10,156,46,28,16,18,9,13,7,5,3,11,O-92-263-7-20-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,BANANYWA,KIKONGE C.O.U,345,94,82,28,41,32,18,22,6,3,19,345,84,70,39,39,40,23,17,9,4,20,O-93-248-10-30-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,BANANYWA,KIKONGE MOSQUE,116,26,25,6,8,13,10,11,3,1,13,109,32,15,11,9,13,9,2,3,2,13,O-93-248-10-30-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,BANANYWA,KIKONGE MIRACLE CENTRE CHURCH,245,63,49,36,22,19,16,12,8,3,17,253,69,48,19,24,21,23,17,14,5,13,O-93-248-10-30-3
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,BANANYWA,KITEREDDE,117,28,31,7,14,12,8,6,2,2,7,105,25,10,11,18,9,13,7,2,4,6,O-93-248-10-30-4
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,NTUNDA,BUKOMERO,107,34,26,9,8,12,4,3,3,2,6,103,25,13,18,11,13,6,5,2,4,6,O-93-248-10-34-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,NTUNDA,KIBIRIGE,114,23,39,9,9,7,8,7,2,3,7,121,42,27,10,8,4,9,9,4,2,6,O-93-248-10-34-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,NTUNDA,NTUNDA CENTRAL [A-M],186,53,46,29,25,12,9,6,2,1,3,398,72,105,57,48,36,30,13,19,4,14,O-93-248-10-34-3
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,NTUNDA,WANDEGEYA,213,54,44,25,20,17,16,12,7,1,17,219,67,33,26,27,14,17,8,9,6,12,O-93-248-10-34-4
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,NTUNDA,NTUNDA CENTRAL [N-Z],284,70,75,31,45,28,15,11,3,3,3,161,25,42,25,23,15,21,5,0,1,4,O-93-248-10-34-5
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,NTUNDA,NTUNDA PRI. SCH.,327,103,75,37,33,19,20,23,8,3,6,297,65,65,46,36,31,17,17,7,3,10,O-93-248-10-34-6
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,NTUNDA,NTUNDA B,137,42,23,12,15,4,18,11,6,2,4,175,56,30,19,16,10,14,11,5,7,7,O-93-248-10-34-7
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,MUJUNZA,MUJUNZA QURAN PRI. SCH.,227,72,46,20,26,23,13,8,7,4,8,305,88,65,29,38,17,19,13,13,7,16,O-93-248-10-46-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,MUJUNZA,MUJUNZA MOSQUE,185,48,38,27,23,13,10,6,5,5,10,233,56,50,39,28,12,12,9,8,0,19,O-93-248-10-46-3
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KIRYANNONGO,KIRYANONGO,394,98,93,51,44,34,20,28,8,5,13,415,92,85,54,41,43,29,27,12,8,24,O-93-248-10-47-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KIRYANNONGO,KIRYANONGO C.O.U,242,73,50,34,29,16,9,7,7,2,15,241,49,60,24,32,20,13,13,11,3,16,O-93-248-10-47-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KIRIMBI,NAKASERO TRADING CENTRE,391,124,86,47,45,24,18,14,12,9,12,363,99,75,39,40,39,22,7,9,11,22,O-93-248-10-57-1
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,KIRIMBI,KIRIMBI PRI. SCH.,237,62,51,29,22,18,13,15,5,6,16,214,51,44,26,18,15,12,15,6,3,24,O-93-248-10-57-2
KYANKWANZI,BUTEMBA COUNTY,BANANYWA,LWENGO,LWENGO TRADING CENTRE,265,72,56,33,27,29,19,11,7,2,9,263,73,57,27,16,25,20,12,6,8,19,O-93-248-10-58-1
