Dist_no_2016,Dist_name_2016,Const_no_2016,Const_name_2016,Sbty_no_2016,Sbty_name_2016,Par_no_2016,Par_name_2016,Stn_no_2016,Station_string_2016,Reg.Voters,A.Bwanika,A.Mbabazi,B.Venansius,B.B.Biraaro,K.Besigye.K,J.Mabirizi,M.F.K.Waluube,Y.K.Museveni,T.Votes,V.Votes,Inv.Votes,NON_REP,Original_Station_ID_2016
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,5,BUVUMA TOWN COUNCIL,14,TOME WARD,3,NDOOTWE,337,0,1,0,0,68,0,1,149,230,219,11,0,O-90-175-5-14-3
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,5,BUVUMA TOWN COUNCIL,15,BUWANGA WARD,2,BUWANGA BOREHOLE,709,5,6,3,4,164,1,4,211,398,398,0,0,O-90-175-5-15-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,5,BUVUMA TOWN COUNCIL,24,BUWANGA CENTRAL,1,KITAMIIRO HC IV,566,9,4,0,0,123,3,1,205,375,345,30,0,O-90-175-5-24-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,5,BUVUMA TOWN COUNCIL,25,MAZINGA WARD,1,KADININDI,105,0,3,1,0,23,0,2,52,87,81,6,0,O-90-175-5-25-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,5,BUVUMA TOWN COUNCIL,25,MAZINGA WARD,2,KEMBO,778,11,7,2,1,157,0,3,254,473,435,38,0,O-90-175-5-25-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,4,LINGIRA,1,KATONGA,257,1,0,0,0,46,0,2,129,199,178,21,0,O-90-175-6-4-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,4,LINGIRA,2,LINGIRA,345,2,0,1,0,70,0,4,125,231,202,29,0,O-90-175-6-4-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,4,LINGIRA,3,ZINGA,91,0,0,1,0,32,0,0,21,62,54,8,0,O-90-175-6-4-3
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,11,BUWOOYA,1,BUWOOYA-BUZIRI [A-M],343,4,4,0,0,73,0,2,148,248,231,17,0,O-90-175-6-11-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,11,BUWOOYA,2,BUWOOYA-BUZIRI [N-Z],304,3,5,0,0,67,1,1,115,215,192,23,0,O-90-175-6-11-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,11,BUWOOYA,3,NAMATOOKE,834,7,2,2,0,142,0,1,201,514,355,159,0,O-90-175-6-11-3
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,31,BUKINALWA,1,BUKINALWA,864,4,5,4,1,147,3,4,182,507,350,157,0,O-90-175-6-31-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,31,BUKINALWA,2,SSESE,360,4,1,0,0,86,0,1,96,211,188,23,0,O-90-175-6-31-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,32,BUWANZI,1,BUWANZI B,581,5,2,0,2,134,3,2,211,377,359,18,0,O-90-175-6-32-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,6,BUWOOYA,32,BUWANZI,2,BUWANZI A,838,12,2,4,2,154,1,2,276,499,453,46,0,O-90-175-6-32-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,7,LUBYA,12,NAMITI,1,NAMITI,680,2,2,1,0,184,3,1,224,418,417,1,0,O-90-175-7-12-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,7,LUBYA,36,KIREWE,1,KIREWE,787,3,2,1,0,224,0,3,217,484,450,34,0,O-90-175-7-36-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,7,LUBYA,37,LABORO,1,LABORO,375,1,0,0,0,105,0,0,71,189,177,12,0,O-90-175-7-37-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,7,LUBYA,38,LUBYA,1,LUBYA (A-M),670,2,1,1,0,210,0,3,194,436,411,25,0,O-90-175-7-38-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,7,LUBYA,38,LUBYA,2,LUBYA (N-Z),720,2,6,0,0,171,0,1,250,447,430,17,0,O-90-175-7-38-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,7,DDEMBE,1,KIWOLOLO CATHOLIC CHURCH,401,0,0,1,0,93,0,5,164,275,263,12,0,O-90-175-8-7-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,7,DDEMBE,2,LWAZZI PLAY GROUND,168,1,0,0,0,60,0,0,42,108,103,5,0,O-90-175-8-7-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,7,DDEMBE,3,MAKOPA,107,0,0,0,0,16,0,0,40,67,56,11,0,O-90-175-8-7-3
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,33,KASERERE,1,KASERERE,640,8,3,5,0,162,1,3,182,375,364,11,0,O-90-175-8-33-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,34,LUKALU,1,LUKALU,404,6,4,1,0,111,0,0,117,250,239,11,0,O-90-175-8-34-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,34,LUKALU,2,SERINYA,75,0,1,0,0,22,0,2,21,48,46,2,0,O-90-175-8-34-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,34,LUKALU,3,ZIRU MUTO,141,1,0,1,0,42,0,1,42,98,87,11,0,O-90-175-8-34-3
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,8,LWAJE,35,LYABALUME,1,LYABALUME,198,1,1,0,0,77,0,0,48,137,127,10,0,O-90-175-8-35-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,16,LIIBU,1,BUKUZI,84,0,0,0,0,34,0,0,18,59,52,7,0,O-90-175-9-16-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,16,LIIBU,2,LIIBU,242,2,2,0,0,91,0,2,54,151,151,0,0,O-90-175-9-16-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,16,LIIBU,3,LUWERO,151,0,1,1,1,62,0,0,19,96,84,12,0,O-90-175-9-16-3
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,16,LIIBU,4,LYABAANA,396,2,0,2,1,143,2,3,66,227,219,8,0,O-90-175-9-16-4
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,28,MUWAMA,1,MUWAMA,322,1,0,2,2,61,1,1,98,179,166,13,0,O-90-175-9-28-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,28,MUWAMA,2,NKATA ISLAND,223,2,0,0,0,69,0,1,44,141,116,25,0,O-90-175-9-28-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,29,SAMBA,1,DAMBA,109,1,1,0,0,25,1,0,40,78,68,10,0,O-90-175-9-29-1
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,29,SAMBA,2,SSAMBA,329,2,0,0,0,116,0,0,67,192,185,7,0,O-90-175-9-29-2
90,BUVUMA,175,BUVUMA ISLANDS COUNTY,9,LYABAANA,30,ZIRU,1,ZIIRU,817,5,2,2,0,236,0,1,228,489,474,15,0,O-90-175-9-30-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,10,BUKUNDUGULU,1,BUYANA,439,13,7,0,1,95,3,1,225,356,345,11,0,O-91-158-2-10-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,10,BUKUNDUGULU,2,KITAKA STORE,166,0,1,0,0,37,0,0,79,117,117,0,0,O-91-158-2-10-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,10,BUKUNDUGULU,3,BUKUNDUGULU,225,2,1,1,0,57,0,0,89,158,150,8,0,O-91-158-2-10-3
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,12,KISOGA,1,SEKULO,303,2,2,0,0,74,0,0,165,252,243,9,0,O-91-158-2-12-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,12,KISOGA,2,KISOGA,515,2,2,1,1,94,0,1,268,376,369,7,0,O-91-158-2-12-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,12,KISOGA,3,MUKUSU T/C,327,2,5,1,2,49,1,0,187,254,247,7,0,O-91-158-2-12-3
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,12,KISOGA,4,KASIBA C/U,324,2,1,0,1,42,0,0,195,254,241,13,0,O-91-158-2-12-4
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,13,MALELE,1,MALELE,583,4,1,2,0,82,0,2,326,439,417,22,0,O-91-158-2-13-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,13,MALELE,2,GRACE COMMUNITY P/S,340,9,0,0,1,64,0,3,172,263,249,14,0,O-91-158-2-13-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,14,MAMBA,1,KINONI,199,1,0,1,0,21,0,3,122,158,148,10,0,O-91-158-2-14-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,14,MAMBA,2,NABUYINDO P/S,545,3,3,2,0,84,0,0,285,405,377,28,0,O-91-158-2-14-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,14,MAMBA,3,KIZIBA,543,3,1,0,3,37,0,1,329,394,374,20,0,O-91-158-2-14-3
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,14,MAMBA,4,MAMBA T.C,891,3,9,4,1,86,0,1,456,591,560,31,0,O-91-158-2-14-4
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,14,MAMBA,5,LUKUNYU,414,1,2,0,0,27,0,2,255,312,287,25,0,O-91-158-2-14-5
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,15,MPUNGE,1,MPUNGE,617,1,5,1,0,139,2,1,262,440,411,29,0,O-91-158-2-15-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,15,MPUNGE,2,LWANGANZI P/S,333,3,2,0,0,17,0,0,209,253,231,22,0,O-91-158-2-15-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,15,MPUNGE,3,NAKASAGAZI,464,2,1,1,0,40,0,0,301,363,345,18,0,O-91-158-2-15-3
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,16,SAALI,1,BUKALAGI,343,3,2,0,0,95,4,0,109,225,213,12,0,O-91-158-2-16-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,16,SAALI,2,SSAALI,343,4,3,3,3,66,1,2,153,254,235,19,0,O-91-158-2-16-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,16,SAALI,3,MAKOKWA,161,0,0,2,0,25,0,2,101,136,130,6,0,O-91-158-2-16-3
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,17,NAKIJJU,1,NAKIMU,512,4,1,3,1,167,0,3,207,415,386,29,0,O-91-158-2-17-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,17,NAKIJJU,2,NAKIJU P/S,214,0,0,1,0,51,0,0,74,138,126,12,0,O-91-158-2-17-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,17,NAKIJJU,3,KIDUMUULE P/S,471,4,1,1,3,125,2,0,213,367,349,18,0,O-91-158-2-17-3
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,17,NAKIJJU,4,BUYEBEYI,428,1,2,1,0,91,1,0,195,299,291,8,0,O-91-158-2-17-4
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,18,NAMABEYA,1,NAMABEYA A,489,0,1,0,0,65,0,1,294,372,361,11,0,O-91-158-2-18-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,18,NAMABEYA,2,BUZIMBA,381,5,2,0,1,97,0,0,167,287,272,15,0,O-91-158-2-18-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,18,NAMABEYA,3,NAMABEYA B,334,1,3,1,0,55,0,0,205,275,265,10,0,O-91-158-2-18-3
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,18,NAMABEYA,4,KAKOMA,261,0,1,0,0,95,0,0,87,189,183,6,0,O-91-158-2-18-4
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,19,NSAMBWE,1,NSAMBWE T.C,560,8,1,2,1,128,0,1,240,400,381,19,0,O-91-158-2-19-1
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,19,NSAMBWE,2,KIMBO KIZIGO B,558,7,0,2,0,128,3,0,256,413,396,17,0,O-91-158-2-19-2
91,GOMBA,158,GOMBA EAST COUNTY,2,KYEGONZA,19,NSAMBWE,3,WANDAGI P/S,350,1,0,1,2,73,0,1,185,270,263,7,0,O-91-158-2-19-3
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,28,BBINZI/TTABA,1,BUYINJABUTOOLE,672,6,3,4,0,168,0,1,290,504,472,32,0,O-91-158-4-28-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,28,BBINZI/TTABA,2,NGALAGALA,327,2,3,2,1,55,0,0,155,234,218,16,0,O-91-158-4-28-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,28,BBINZI/TTABA,3,TTABA,606,3,5,2,1,120,2,0,272,430,405,25,0,O-91-158-4-28-3
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,29,GOLOLA,1,GOLOLA A,527,2,3,2,2,144,0,0,223,386,376,10,0,O-91-158-4-29-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,29,GOLOLA,2,KYETUME-KITOJO,452,8,0,0,0,131,1,2,175,318,317,1,0,O-91-158-4-29-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,29,GOLOLA,3,LUWANGALA-JJUMBI,439,5,4,3,0,175,1,0,133,329,321,8,0,O-91-158-4-29-3
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,29,GOLOLA,4,GOLOLA B,271,2,5,1,1,75,0,2,106,200,192,8,0,O-91-158-4-29-4
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,30,KAKOMO,1,MPENJA S/C HTQRS,493,1,1,1,0,105,0,0,231,343,339,4,0,O-91-158-4-30-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,30,KAKOMO,2,KAKOMO,382,5,0,0,0,131,0,2,160,309,298,11,0,O-91-158-4-30-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,31,KANZIIRA,1,KANZIIRA,617,7,4,1,2,103,0,0,304,454,421,33,0,O-91-158-4-31-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,31,KANZIIRA,2,BUJEGE,507,8,4,4,4,180,1,2,152,370,355,15,0,O-91-158-4-31-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,32,KIRIRI,1,KIRIRI,871,4,6,2,2,364,2,1,214,600,595,5,0,O-91-158-4-32-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,32,KIRIRI,2,NSWANJERE,530,2,3,3,0,204,0,0,170,396,382,14,0,O-91-158-4-32-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,32,KIRIRI,3,BUTYOMUDDO JUNIOR PRI. SCH,113,1,0,0,0,40,0,1,35,82,77,5,0,O-91-158-4-32-3
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,33,NKOMA,1,NGEYE,590,9,5,4,1,193,4,1,208,433,425,8,0,O-91-158-4-33-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,33,NKOMA,2,NDIMULABA,320,2,2,1,0,60,1,1,163,249,230,19,0,O-91-158-4-33-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,33,NKOMA,3,KYEGALIRO PRI. SCH,143,0,0,0,0,16,0,1,81,105,98,7,0,O-91-158-4-33-3
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,34,MASERUKA,1,MASERUKA,398,1,1,0,0,73,0,0,207,303,282,21,0,O-91-158-4-34-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,34,MASERUKA,2,SUGEEZI T/C,342,2,0,0,0,43,0,1,208,262,254,8,0,O-91-158-4-34-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,35,MPOGO,1,MPOGO,209,1,1,0,1,27,0,0,124,160,154,6,0,O-91-158-4-35-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,35,MPOGO,2,KIKOKO,325,4,0,0,0,76,1,3,128,225,212,13,0,O-91-158-4-35-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,35,MPOGO,3,BUSOLO,412,0,6,1,2,102,1,2,192,313,306,7,0,O-91-158-4-35-3
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,35,MPOGO,4,BUWANGUZI,742,1,3,4,0,77,2,1,454,552,542,10,0,O-91-158-4-35-4
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,36,NGERIBALYA,1,NGELIBALYA,571,2,2,0,1,188,1,1,226,446,421,25,0,O-91-158-4-36-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,36,NGERIBALYA,2,MPONGO,573,7,6,2,1,142,0,2,265,442,425,17,0,O-91-158-4-36-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,37,NGOMANENE,1,NGOMANENE C/S,414,2,0,4,0,63,1,0,216,290,286,4,0,O-91-158-4-37-1
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,37,NGOMANENE,2,NGOMANENE P/S,549,5,3,1,0,120,1,1,252,397,383,14,0,O-91-158-4-37-2
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,37,NGOMANENE,3,KALYABAYOGA UMEA,502,2,3,6,0,93,1,0,235,358,340,18,0,O-91-158-4-37-3
91,GOMBA,158,GOMBA EAST COUNTY,4,MPENJA,37,NGOMANENE,4,TIGINYA SDA PRI. SCH.,261,0,1,0,0,49,0,1,143,199,194,5,0,O-91-158-4-37-4
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,11,KANONI WARD,1,KAMPUNGU,288,1,2,0,1,29,0,0,195,234,228,6,0,O-91-158-5-11-1
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,11,KANONI WARD,2,KITWE C/U,295,1,0,0,1,48,0,1,160,241,211,30,0,O-91-158-5-11-2
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,11,KANONI WARD,3,KANONI (A-M) -AT CATHOLIC SCH.,619,6,5,2,0,155,1,1,220,395,390,5,0,O-91-158-5-11-3
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,11,KANONI WARD,4,KANONI (N-N) -AT  HEALTH CENTRE,809,8,1,1,1,90,0,2,362,493,465,28,0,O-91-158-5-11-4
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,11,KANONI WARD,5,KYEGONZA SUB-COUNTY HQTRS,322,2,3,1,0,51,1,0,189,254,247,7,0,O-91-158-5-11-5
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,11,KANONI WARD,6,WASINDI CATHOLIC CHURCH,209,2,0,0,0,19,0,0,130,153,151,2,0,O-91-158-5-11-6
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,11,KANONI WARD,7,KANONI (O-Z) -AT  HEALTH CENTRE,280,0,1,0,0,75,0,0,100,181,176,5,0,O-91-158-5-11-7
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,20,KOOME WARD,1,KOOME,665,7,11,2,1,121,2,3,327,494,474,20,0,O-91-158-5-20-1
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,20,KOOME WARD,2,KASAKA C.O.U. PRI. SCH.,496,1,0,1,1,71,0,0,259,348,333,15,0,O-91-158-5-20-2
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,20,KOOME WARD,3,NKWALE CATHOLIC CHURCH,253,1,1,2,0,47,1,0,126,192,178,14,0,O-91-158-5-20-3
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,21,WANJEYO WARD,1,WANJEYO C.O.U.,661,5,7,1,1,103,0,1,378,508,496,12,0,O-91-158-5-21-1
91,GOMBA,158,GOMBA EAST COUNTY,5,KANONI TOWN COUNCIL,21,WANJEYO WARD,2,NAKAYE PRI.SCH.,457,5,5,1,1,71,0,0,230,330,313,17,0,O-91-158-5-21-2
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,1,BUKANDULA,1,BUKANDULA  STANDARD P/S,431,4,1,2,0,124,2,0,148,286,281,5,0,O-91-254-1-1-1
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,1,BUKANDULA,2,KIGO CATHOLIC CHURCH,512,4,3,3,82,4,0,0,284,402,380,22,0,O-91-254-1-1-2
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,1,BUKANDULA,3,BUKANDULA UMEA P/S,427,4,5,1,1,112,1,0,158,291,282,9,0,O-91-254-1-1-3
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,1,BUKANDULA,4,KANDEGEYA P/S,408,1,0,1,0,40,0,0,243,295,285,10,0,O-91-254-1-1-4
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,1,BUKANDULA,5,BUKANDULA C/U P/S,732,2,7,1,2,212,2,2,189,437,417,20,0,O-91-254-1-1-5
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,1,BUKANDULA,6,MABUYE JUNCTION,258,0,0,1,1,49,0,0,123,194,174,20,0,O-91-254-1-1-6
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,2,BULWADDA,1,BULWADDA C/S PRI. SCH,841,9,3,3,2,107,3,2,402,550,531,19,0,O-91-254-1-2-1
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,2,BULWADDA,2,MATAKA-KALUNGU UMEA PRI.SCH.,523,2,0,2,1,41,0,0,334,392,380,12,0,O-91-254-1-2-2
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,2,BULWADDA,3,LUZIRA CATHOLIC CHURCH PRI SCH.,477,1,0,0,1,49,0,0,242,306,293,13,0,O-91-254-1-2-3
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,2,BULWADDA,4,NSIMBIZIWOOME PLAY GROUND,197,1,2,0,0,15,0,0,121,145,139,6,0,O-91-254-1-2-4
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,2,BULWADDA,5,WABITEMBE SAVED CHURCH,222,1,1,2,0,25,2,2,127,166,160,6,0,O-91-254-1-2-5
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,2,BULWADDA,6,KATETE CHURCH OF UGANDA,211,1,0,0,0,37,0,0,109,155,147,8,0,O-91-254-1-2-6
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,2,BULWADDA,7,LUSONGODDE JUNCTION,296,3,1,0,2,49,0,0,141,201,196,5,0,O-91-254-1-2-7
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,3,BUTITI,1,VISION CHURCH KAKIPUYA,589,5,5,2,2,86,3,0,320,432,423,9,0,O-91-254-1-3-1
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,3,BUTITI,2,BETAMIA PRI. SCH,459,1,3,0,0,48,0,0,225,307,277,30,0,O-91-254-1-3-2
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,3,BUTITI,3,KABULASOKE S/C HTQRS,878,6,4,0,4,212,2,3,281,522,512,10,0,O-91-254-1-3-3
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,3,BUTITI,4,HAPPY BLESSED PRI. SCH,316,4,0,0,0,47,0,0,158,216,209,7,0,O-91-254-1-3-4
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,3,BUTITI,5,NAMULABA ELECTRICITY SUB STATION,305,3,3,1,0,48,1,0,151,220,207,13,0,O-91-254-1-3-5
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,4,KALWANGA,1,KAKUBANSIRI UMEA,575,4,0,1,0,75,2,2,314,406,398,8,0,O-91-254-1-4-1
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,4,KALWANGA,2,KIRIBEDDA C/S,422,4,0,0,0,60,1,0,221,302,286,16,0,O-91-254-1-4-2
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,4,KALWANGA,3,MIRAMBI CATHOLIC CHURCH,533,2,1,0,0,45,0,0,331,388,379,9,0,O-91-254-1-4-3
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,4,KALWANGA,4,KALWANGA C/S PRI. SCH,442,1,1,1,0,76,0,0,218,315,297,18,0,O-91-254-1-4-4
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,4,KALWANGA,5,BUTAMBAAZI,203,1,1,0,0,21,0,0,137,163,160,3,0,O-91-254-1-4-5
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,4,KALWANGA,6,KAKUBANSIRI C/U,515,1,1,1,1,56,1,0,317,382,378,4,0,O-91-254-1-4-6
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,4,KALWANGA,7,KIRYAMENVU CATH. CHURCH,351,2,1,0,0,41,0,0,185,235,229,6,0,O-91-254-1-4-7
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,5,KIFAMPA,1,KIFAMPA C/U,810,6,3,0,0,103,0,3,466,590,581,9,0,O-91-254-1-5-1
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,5,KIFAMPA,2,KITAYITWAKO LITTLE FLOWERS NURSERY SCH.,486,2,1,2,0,83,0,0,230,363,318,45,0,O-91-254-1-5-2
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,5,KIFAMPA,3,KAGONGERO PLAYGROUND,745,4,4,1,1,64,0,1,449,558,524,34,0,O-91-254-1-5-3
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,5,KIFAMPA,4,KIFAMPA UMEA,324,1,0,0,0,45,0,0,171,223,217,6,0,O-91-254-1-5-4
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,6,KISOZI,1,TABERNACLE INTERNATIONAL CHURCH,430,0,0,0,0,0,0,0,0,0,0,0,1,O-91-254-1-6-1
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,6,KISOZI,2,KAWUULA TC,452,0,1,0,40,0,0,0,280,333,321,12,0,O-91-254-1-6-2
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,6,KISOZI,3,KAMUSENENE C/U,469,2,4,2,3,47,0,1,258,345,317,28,0,O-91-254-1-6-3
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,6,KISOZI,4,KAJUMIRO BRIGHT FUTURE,720,1,0,0,0,28,0,0,634,667,663,4,0,O-91-254-1-6-4
91,GOMBA,254,GOMBA WEST COUNTY,1,KABULASOKE,6,KISOZI,5,KAWUULA PLAY GROUND,371,0,0,1,0,19,0,0,234,264,254,10,0,O-91-254-1-6-5
